machine_id,drink,timestamp,duration_s,temp_c
1,espresso,2026-07-02 08:40:35,26.9,92.4
1,hot_water,2026-07-02 08:48:58,10.4,97.6
1,espresso,2026-07-02 08:56:07,27.0,92.5
1,cappuccino,2026-07-02 09:02:25,42.3,88.3
1,espresso,2026-07-02 09:08:46,30.0,93.3
1,cappuccino,2026-07-02 09:23:51,53.1,90.0
1,americano,2026-07-02 09:42:05,40.4,88.1
1,espresso,2026-07-02 09:47:11,28.4,93.6
1,cappuccino,2026-07-02 10:17:03,51.2,86.3
1,lungo,2026-07-02 10:17:42,45.8,92.4
1,latte,2026-07-02 10:21:49,51.5,88.6
1,lungo,2026-07-02 10:40:53,34.2,90.7
1,cappuccino,2026-07-02 10:53:43,44.9,87.2
1,lungo,2026-07-02 11:28:45,34.9,90.8
1,hot_water,2026-07-02 11:57:47,13.9,95.2
1,espresso,2026-07-02 12:16:49,24.9,90.1
1,espresso,2026-07-02 12:31:31,30.6,93.0
1,lungo,2026-07-02 12:32:51,41.6,91.2
1,americano,2026-07-02 13:21:28,40.4,92.4
1,espresso,2026-07-02 13:22:10,24.5,92.5
1,cappuccino,2026-07-02 13:23:14,52.3,87.0
1,lungo,2026-07-02 13:37:37,41.7,89.4
1,americano,2026-07-02 13:38:35,33.9,89.7
1,lungo,2026-07-02 13:49:25,36.0,92.0
1,espresso,2026-07-02 13:49:56,29.9,92.5
1,espresso,2026-07-02 14:15:27,28.9,92.6
1,lungo,2026-07-02 14:25:43,43.1,89.1
1,cappuccino,2026-07-02 14:33:57,55.1,89.4
1,espresso,2026-07-02 14:50:00,31.6,92.1
1,cappuccino,2026-07-02 15:02:21,55.9,90.4
1,espresso,2026-07-02 15:13:23,29.0,92.2
1,cappuccino,2026-07-02 17:07:15,52.7,91.0
1,lungo,2026-07-02 17:27:18,35.3,90.8
1,espresso,2026-07-03 06:44:59,27.4,92.1
1,espresso,2026-07-03 06:45:39,27.7,91.6
1,espresso,2026-07-03 06:46:01,25.0,91.0
1,cappuccino,2026-07-03 07:03:39,43.6,88.4
1,espresso,2026-07-03 07:08:51,31.2,90.7
1,espresso,2026-07-03 07:45:41,29.4,90.3
1,espresso,2026-07-03 08:11:29,29.4,93.2
1,cappuccino,2026-07-03 08:24:57,49.2,88.0
1,espresso,2026-07-03 08:37:06,28.7,90.7
1,espresso,2026-07-03 08:49:30,28.5,93.8
1,espresso,2026-07-03 08:59:57,26.3,91.4
1,hot_water,2026-07-03 09:02:03,11.8,97.5
1,espresso,2026-07-03 09:40:36,31.6,92.1
1,latte,2026-07-03 09:48:52,52.1,87.6
1,espresso,2026-07-03 09:49:21,24.5,93.4
1,lungo,2026-07-03 10:17:30,43.2,89.9
1,cappuccino,2026-07-03 10:23:22,43.1,89.7
1,americano,2026-07-03 10:46:13,35.0,91.6
1,latte,2026-07-03 10:57:01,58.6,85.9
1,lungo,2026-07-03 11:23:09,42.8,89.2
1,latte,2026-07-03 11:29:38,58.4,86.2
1,espresso,2026-07-03 11:55:28,25.0,93.8
1,lungo,2026-07-03 12:08:42,39.8,90.2
1,cappuccino,2026-07-03 12:53:22,44.1,87.8
1,cappuccino,2026-07-03 13:13:48,55.2,88.4
1,cappuccino,2026-07-03 13:25:22,42.4,87.6
1,hot_water,2026-07-03 13:38:09,8.1,96.0
1,americano,2026-07-03 13:51:37,35.6,88.2
1,espresso,2026-07-03 13:56:02,31.4,93.0
1,americano,2026-07-03 14:03:07,39.2,88.5
1,espresso,2026-07-03 14:10:54,24.3,92.2
1,americano,2026-07-03 14:18:01,37.4,90.7
1,espresso,2026-07-03 14:20:31,25.8,90.9
1,lungo,2026-07-03 14:47:06,38.0,92.7
1,cappuccino,2026-07-03 14:52:48,47.7,90.3
1,lungo,2026-07-03 14:58:54,45.3,91.5
1,cappuccino,2026-07-03 15:13:08,43.7,90.6
1,espresso,2026-07-03 15:22:26,30.6,91.4
1,latte,2026-07-03 16:14:11,61.9,88.0
1,latte,2026-07-03 16:38:10,51.6,88.3
1,lungo,2026-07-03 17:53:40,38.4,89.3
1,espresso,2026-07-04 09:57:58,30.8,92.1
1,americano,2026-07-04 10:54:24,31.9,89.3
1,lungo,2026-07-04 11:14:00,39.5,90.6
